row,col,baseline,noise_width,timestamp,chip_name,chip_address,batch_name,batch_id,batch_started_at,save_notes
10,10,534,8,2026-04-10T18:17:07.682783+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,11,536,4,2026-04-10T18:17:08.206799+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,12,511,6,2026-04-10T18:17:08.730993+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,13,517,5,2026-04-10T18:17:09.254762+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,14,542,9,2026-04-10T18:17:09.801584+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,15,522,4,2026-04-10T18:17:10.350847+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,0,523,9,2026-04-10T18:17:10.892133+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,1,498,5,2026-04-10T18:17:11.437820+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,2,507,8,2026-04-10T18:17:11.991149+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,3,532,8,2026-04-10T18:17:12.517054+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,4,521,6,2026-04-10T18:17:13.042153+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,5,531,5,2026-04-10T18:17:13.592821+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,6,527,8,2026-04-10T18:17:14.140102+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,7,511,7,2026-04-10T18:17:14.686760+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,8,530,7,2026-04-10T18:17:15.211532+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,9,516,5,2026-04-10T18:17:15.735484+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,10,520,5,2026-04-10T18:17:16.276269+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,11,532,6,2026-04-10T18:17:16.803940+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,12,539,7,2026-04-10T18:17:17.361958+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,13,531,8,2026-04-10T18:17:17.913018+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,14,525,9,2026-04-10T18:17:18.456118+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
11,15,513,5,2026-04-10T18:17:18.984338+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
